date_id;CO₂-Emissionsfaktor des Strommix;Strompreis
906;566.8180218;74.74
907;565.0248379;76.02
908;563.3029747;75.38
909;565.2211731;71.66
910;567.4406983;79.3
911;568.1491585;75.45
912;568.0911408;73.6
913;576.0359936;73.7
914;578.2574534;72.96
915;580.3057427;73.6
916;581.914049;74.48
917;584.6846432;73.1
918;584.578386;75.07
919;587.7804275;73.4
920;592.0372303;72.4
921;591.4148129;72
922;591.4146996;67.6
923;593.9677984;78
924;594.095013;76.57
925;593.8245663;71.53
926;601.4035338;72.28
927;602.5630499;74.9
928;601.5549563;76.21
929;600.4829803;69.68
930;597.8928209;75.11
931;589.4204164;77.5
932;586.3541535;80.46
933;586.5826722;79.4
934;586.9773517;83.8
935;586.7629944;81.9
936;585.1568161;81.9
937;591.6911219;85.07
938;595.8468201;79.32
939;596.0407553;76.94
940;592.8667579;77.08
941;590.9837564;87.42
942;593.465517;80.58
943;598.3916978;71.89
944;599.7593591;62.6
945;605.586775;93.48
946;612.2834954;79.01
947;619.9175565;65.33
948;622.41058;52
949;605.830371;80.5
950;607.4389426;71.97
951;617.5521033;63.11
952;620.2709454;48.91
953;607.9798662;78.89
954;607.2672763;67.34
955;609.3804574;53.02
956;613.4130548;42.78
957;603.2161681;69.87
958;603.373536;52.95
959;606.0338452;49.59
960;603.0387869;39.98
961;608.0456902;69.3
962;607.1187303;56.87
963;609.6021593;47.59
964;613.5915571;41
965;608.2232885;56.07
966;610.7931598;51.41
967;612.8037832;46.48
968;612.5406844;50.12
969;608.2382449;51.44
970;606.4753176;46
971;603.4227779;51.77
972;597.8088826;45.99
973;592.4264651;53.6
974;589.538004;48.29
975;585.5661904;47.2
976;583.998849;45.03
977;557.772324;43.8
978;557.304706;46.53
979;555.119188;49.8
980;551.0471342;49.91
981;543.3127747;44.36
982;538.3793421;41.71
983;532.2084078;49.57
984;520.509477;56.39
985;504.8060853;32.21
986;492.7996005;47.44
987;482.1334312;68
988;475.9571667;76.7
989;485.8645189;55.23
990;485.4026684;68.8
991;481.0270718;69.81
992;475.1434182;73.98
993;484.4211156;70.39
994;484.3104896;69.93
995;482.1424904;66.8
996;481.7089396;64.84
997;484.4304368;68.6
998;483.9256811;68
999;482.9401571;65.3
1000;481.1253954;60.1
1001;479.0870484;64.19
1002;478.362894;63.18
1003;475.7167637;60.99
1004;479.4170623;58.89
1005;480.3986043;60.67
1006;477.1884367;62.4
1007;477.5337394;63.31
1008;474.3173187;56.89
1009;470.0840985;61.8
1010;466.6720699;58.43
1011;463.5111144;55.05
1012;460.0615119;58.1
1013;458.2037984;60.4
1014;454.3405017;57.66
1015;452.4313245;52.2
1016;450.3381863;50.3
1017;446.3440103;55.5
1018;445.1241373;55.5
1019;443.0702474;52.79
1020;441.4999815;50.7
1021;437.3620432;55.4
1022;434.7211453;54.7
1023;432.5628236;52.2
1024;432.1808966;44
1025;431.8549204;43.88
1026;428.5985771;45.13
1027;427.4277826;50.82
1028;426.6493811;60.17
1029;426.4345661;51.7
1030;421.5707415;52.2
1031;422.0664276;57.19
1032;421.5043455;56.34
1033;418.5534706;58.29
1034;418.3774334;55.09
1035;416.5420655;52.18
1036;414.4952071;47.24
1037;420.4349945;58.66
1038;421.8193457;51.36
1039;416.6367003;46.81
1040;414.0471286;37.53
1041;410.180308;62.1
1042;410.1034303;49.8
1043;408.8934385;42.08
1044;405.6536317;32.13
1045;399.6485569;54.1
1046;402.3432727;49.3
1047;406.2345643;41.92
1048;411.337769;30.51
1049;405.3956296;57.39
1050;406.2707399;48.15
1051;408.1700747;36.57
1052;409.1753352;24.1
1053;404.1759802;51.5
1054;407.2496071;43.54
1055;407.2229352;31.99
1056;414.683326;22.42
1057;406.0621804;55.4
1058;412.0865953;49.71
1059;419.6167479;37.9
1060;417.9541872;30.1
1061;416.8244983;51.6
1062;417.7573854;44.91
1063;421.7879802;39.3
1064;422.4955706;35.38
1065;422.0672639;44.02
1066;425.5506407;40.6
1067;431.0370654;40.78
1068;434.3836923;40.6
1069;431.1837663;40.6
1070;429.6758387;40.6
1071;426.2699842;41.38
1072;418.2106728;41.04
1073;408.8863807;37.08
1074;408.0506736;39.6
1075;410.0682621;42.99
1076;409.1230084;42.1
1077;401.1114366;38.16
1078;387.5552361;37.57
1079;382.3757814;43.1
1080;384.384264;47.31
1081;364.1941403;30.68
1082;360.2849276;39.13
1083;358.3187136;47.92
1084;358.4001445;54.1
1085;363.4421867;33.48
1086;359.4036206;42.46
1087;356.9495188;52.63
1088;355.441972;60.11
1089;364.381919;39.76
1090;364.9500343;44
1091;363.815075;51.41
1092;364.2149577;54.82
1093;366.9913819;45.05
1094;363.2179088;48.3
1095;359.8177184;53.05
1096;357.9033691;51.61
1097;361.8479401;51.54
1098;357.9085182;50.95
1099;353.960317;49.24
1100;349.0218903;45.33
1101;344.0910599;51.8
1102;340.7075533;50.94
1103;338.3064246;49.48
1104;334.3002438;41.1
1105;327.3050954;55.28
1106;327.3918442;49.23
1107;326.5424714;43.86
1108;324.2187846;36.21
1109;312.4261063;50.26
1110;309.6801138;43.72
1111;306.3142919;38.55
1112;307.9335388;33.46
1113;302.503424;42.05
1114;298.78475;39.97
1115;296.9272352;37.09
1116;297.2931781;35.97
1117;298.0535387;39.33
1118;296.005938;38.5
1119;296.1156012;38.99
1120;295.2174623;38.5
1121;295.6310307;26.71
1122;295.9856316;32.71
1123;297.5173315;40.81
1124;299.7365203;50.91
1125;295.586008;32.56
1126;296.881546;40.59
1127;297.6272121;45.38
1128;297.3718601;46.44
1129;294.4076566;47.3
1130;294.1948844;44.98
1131;294.7877902;42.8
1132;293.9623459;36.87
1133;291.9393935;45.47
1134;292.9552277;40.71
1135;296.9330082;36.1
1136;298.8917783;31.23
1137;294.8143769;50.96
1138;289.3101259;40.64
1139;283.1517304;30.89
1140;276.6391629;24.35
1141;276.3356176;39.61
1142;276.8564342;33.14
1143;274.7530944;28.32
1144;273.5219938;22.75
1145;268.9735986;43.28
1146;267.3877318;35.55
1147;270.4576148;26.6
1148;270.6058224;14.9
