date_id;CO₂-Emissionsfaktor des Strommix;Strompreis
1;212.5664496;69.17
2;213.724074;35.61
3;216.0319985;23.14
4;217.6759273;-3.88
5;217.3337233;85.06
6;218.3116365;36.13
7;221.7572953;-3.42
8;226.6696176;-31.94
9;224.2721567;28.25
10;226.6347307;9.82
11;229.4177893;2.08
12;231.1618609;1.99
13;235.093845;13.86
14;237.2779304;0.82
15;239.1000633;9.91
16;240.5574428;12.44
17;245.4643425;-9.39
18;244.4983392;4.59
19;246.4500497;2.84
20;249.6197265;16.38
21;252.7247878;10.18
22;257.6244846;61.94
23;264.3971336;17.92
24;266.0182661;-26.4
25;263.5262698;-29.94
26;261.6926211;7.42
27;261.4933373;10.25
28;261.7245679;10.2
29;268.0483768;-68.55
30;268.5418224;-35.64
31;271.1187877;48.82
32;272.671686;60.55
33;282.8079622;-149.99
34;284.4665971;-149.99
35;286.4393043;13.56
36;285.6125098;528.79
37;288.5252576;-24.55
38;282.912807;57.42
39;282.5861052;107.38
40;281.8709842;133.77
41;284.0238555;3.47
42;286.698252;72.12
43;281.9043856;120.75
44;282.1315198;77.3
45;287.8979915;-8.23
46;287.2047819;67.44
47;286.7507112;126.17
48;286.8853668;78.35
49;279.7255638;131.95
50;280.1960054;104.81
51;284.3537029;67.49
52;284.0031812;-17.5
53;280.5677203;127.09
54;285.7835805;109.22
55;289.3809478;68.09
56;291.4058693;7.56
57;293.2874051;102.75
58;300.8511687;71.56
59;313.8727496;69.24
60;329.3634416;46.58
61;347.5312667;55.64
62;355.0246359;108.2
63;356.5628011;103.46
64;363.9341749;77.9
65;366.576924;6.64
66;361.4628249;63.45
67;357.9263226;98.52
68;355.1752521;269.87
69;352.7484765;-144.94
70;350.3802192;-99.94
71;346.1195052;75.26
72;343.6340757;679.53
73;338.8021095;82.66
74;336.5431087;129.66
75;335.6308174;181.06
76;334.2849396;121.52
77;325.7200614;95.86
78;324.2020251;127.01
79;318.4966486;114.57
80;313.9479412;75.51
81;302.1027086;692.19
82;303.4125152;70.84
83;300.4302627;-149.99
84;296.6960639;-144.93
85;289.8155043;115.1
86;286.3993709;172.86
87;283.5288082;67.18
88;281.7456819;7.29
89;278.4029623;360.84
90;280.0263724;63.96
91;276.7745242;-36.13
92;272.4694601;-18.94
93;255.9595171;488.32
94;256.1694948;60.36
95;257.0864662;-108.2
96;253.6895048;-144.98
97;248.2293862;164.36
98;254.4212061;117.55
99;257.4304879;-110.82
100;260.488273;44.91
101;258.1649265;100.9
102;259.2989015;110.66
103;258.9890178;-65.83
104;263.5386228;18.27
105;259.9715403;128.12
106;259.0131731;111.21
107;260.3639466;-99.96
108;261.0695551;47.43
109;257.3923384;85.31
110;253.5527838;37.95
111;254.1106298;-20.15
112;255.6945274;33.33
113;263.0848849;11.98
114;264.0822013;0.13
115;262.5378166;54.91
116;263.4333248;37.4
117;259.1983269;62.65
118;257.6951886;64.97
119;258.6498591;47.54
120;263.4616921;-93.63
121;250.8323188;38.87
122;249.3141501;56.27
123;243.3355648;12.29
124;245.4520354;35.01
125;241.9904377;-1.29
126;236.8449981;40.17
127;234.1820482;47.39
128;232.424295;93.82
129;225.6437741;-99.91
130;221.8221874;64.17
131;219.2686604;117.06
132;218.2925084;156.25
133;218.1269984;-65.59
134;213.2494876;-61.59
135;211.3658508;162.18
136;209.4026115;178.38
137;203.5106574;66.27
138;201.3080052;57.16
139;200.9027171;13.27
140;197.7871433;123.31
141;193.2405962;27.79
142;190.692485;77.25
143;188.7378671;138.11
144;187.7498796;117.35
145;183.162187;134.92
146;184.112079;109.48
147;185.2888485;121.61
148;185.3069167;-50
149;184.5395974;429.1
150;184.7899886;124.71
151;185.6004039;-99.99
152;186.8394917;-99.94
153;184.7335158;131.71
154;184.1636829;138.53
155;185.1130529;89.13
156;187.930941;-80.18
157;187.1227714;55.84
158;187.9123308;83.46
159;185.4557514;96.18
160;186.9851835;100.19
161;186.8718345;48.41
162;186.3941543;-144.94
163;182.880831;120.66
164;181.963031;344.94
165;183.1965672;-144.95
166;182.9006483;-149.99
167;181.5443469;50.23
168;180.438151;702.8
169;177.5999873;121.33
170;178.0022265;49.57
171;177.8618872;160.7
172;178.8152667;74.8
173;177.0157017;152.32
174;178.5157657;152.32
175;181.6792724;-63.4
176;183.645701;74.75
177;181.0588814;595
178;181.2941225;114.56
179;183.5266083;-149.99
180;185.0281697;-149.99
181;181.9665086;156.61
182;183.9223567;112.94
183;185.5371874;65.71
184;188.712235;7.75
185;190.9583875;184.92
186;192.0440506;163.97
187;194.7135874;-50
188;197.5940001;43.16
189;192.1159064;260.69
190;194.1644878;303.22
191;199.0947356;-99.9
192;200.8693767;-149.99
193;204.6732365;192.99
194;207.3572606;-99.94
195;209.0207818;60.73
196;216.0205872;-149.99
197;223.8542544;34.89
198;228.8428085;-48.6
199;231.0467567;56.51
200;223.8300086;-25.86
201;222.6696451;35.86
202;226.7278202;-149.99
203;228.7937828;10.78
204;232.5700364;54.7
205;234.917753;-67.04
206;230.429833;32.86
207;234.0970936;2.01
208;232.48815;16.16
209;227.2917333;-13.87
210;222.2545323;10.44
211;224.4693578;-99.97
212;220.4890836;36.38
213;209.8607085;-149.99
214;206.9788416;-9.87
215;207.3115284;72.94
216;203.4787765;77.87
217;201.2548682;10.42
218;204.625818;122.4
219;204.8138207;174.36
220;206.9893488;173.12
221;211.8627498;-99.94
222;214.5055718;-149.99
223;214.6311029;499.92
224;221.9596103;334.08
225;233.0179705;143.92
226;241.0170735;143.06
227;242.2422686;196.27
228;245.7510074;188.6
229;249.0347779;155.52
230;250.5555464;199.74
231;253.9082998;171.59
232;259.1222918;155.22
233;257.9759717;176.53
234;256.9546302;168.68
235;257.4181791;167.38
236;257.2505466;148.88
237;257.1908025;96.47
238;256.2605804;148.46
239;254.3506404;175.45
240;253.3540811;151.62
241;252.0837051;162.81
242;252.7782375;124.2
243;252.9740636;148.21
244;255.2303214;134.36
245;256.5808673;153.08
246;258.9720602;153.03
247;260.600492;100.8
248;264.0236673;109.84
249;269.2697256;130.94
250;271.2239663;94.58
251;275.1832882;102.97
252;279.9490689;135.68
253;286.2869891;143.29
254;291.2356371;169.01
255;294.657198;124.79
256;298.0174664;130.83
257;300.0645855;118.83
258;302.5744666;153.43
259;304.1399951;206.44
260;304.293453;266.51
261;305.4108412;-0.69
262;308.0528609;38.34
263;306.7818248;235.23
264;307.3880135;255.06
265;313.1315775;117.55
266;314.7174639;153.1
267;313.6090572;212.43
268;316.2672487;204.63
269;316.9433663;255.94
270;320.4123073;151.41
271;324.45608;144.24
272;329.9161563;138.42
273;330.9617947;885.07
274;338.4079783;154.36
275;345.9836912;-144.95
276;346.3534724;-149.99
277;348.0979353;153.5
278;356.0492907;149.22
279;361.5714353;90.98
280;368.2962244;104.21
281;372.2476129;267.15
282;378.1396528;121.58
283;382.1338604;83.22
284;388.17711;70.02
285;380.4709099;166.21
286;391.0533698;112.17
287;392.7795165;78.39
288;403.0158409;-13.14
289;415.9347013;155.51
290;419.8284675;107.26
291;424.0837126;73.38
292;427.2896921;55.06
293;430.973531;92.11
294;433.535046;77.27
295;439.939398;95.6
296;442.8874736;98
297;437.021918;129.05
298;439.2936246;64.06
299;442.4628003;98.38
300;446.3054259;79.94
301;449.8276095;68.12
302;454.9236041;87.38
303;456.9315638;102.15
304;463.9129795;117.9
305;477.582664;60.92
306;485.2762899;81.44
307;486.2036302;126.64
308;490.9564631;132.71
309;497.4116759;65.45
310;502.0816125;99.78
311;506.6353113;137.18
312;505.1390036;171.03
313;509.1000987;10.18
314;506.3319079;142.38
315;508.4877905;200
316;508.1838532;211.05
317;505.9095943;104.86
318;507.4042939;177.1
319;503.6089071;200
320;501.6959892;277.55
321;499.9818567;199.24
